id,Ground Truth,OCR Text,CER
618,"I helped to convey him to the laboratory, where I left him with the doctor, who was busy with his experiments.","I Telped to convey him to the laboratory, where I left him with the doctor, who wss busy with his experiments.",0.01818181818181818
619,"My curiosity being aroused, I listened at the door, and though I could not distinguish much that passed inside, I heard sufficient to convince me that Doctor Lamb had made the grand discovery, and succeeded in distilling the elixir.","My curiosity being aroused, I listened at the door, and though I could not distinguish much that passed inside, I heard sufficient to convince me that Doctor Lamb had made the grand discovery, and succeeded in distilling the elixir.",0.0
620,"Having learnt this, I went down-stairs, wondering what would next ensue.","Having learnt this, I went down stairs, wondering what would next ensue.",0.013888888888888888
621,"Half-an-hour elapsed, and while the bells were ringing in the new year joyfully, the young man whom I had assisted to carry up-stairs, and whom I supposed at death’s door, marched down as firmly as if nothing had happened, passed by me, and disappeared, before I could shake off my astonishment.","Half an hour elapsed, and while the bells were ringing in the new year joyfully, the young man whom I had assisted to carry up-stairs, and whom I supposed at death’s door, marched down as firmly as if nothing had happened, passed by me, and disappeared, before I could shake off my astonishment.",0.006779661016949152
622,"I saw at once he had drunk the elixir.” “Ah!—ah!” exclaimed the Tinker, with a knowing glance at his companions, who returned it with gestures of equal significance.","I saw at once he had drunk the elixir.” “ Ah !—ah!” exclaimed the Tinker, with a knowing glance at his companions, who returned it with gestures of equal significance.",0.011976047904191617
623,"“As soon as he was gone,” pursued the dwarf, “I flew to the laboratory, and there, extended on the floor, I found the dead body of Doctor Lamb.","“ As soon as he was gone,” pursued the dwarf, “ I flew to the laboratory, and there, extended on the floor, I found the dead body of Dr. Lamb.",0.04794520547945205
624,"I debated with myself what to do—whether to pursue his murderer, for such I accounted the young man; but, on reflection, I thought the course useless.","I debated with myself what to do—whether to pursue his murderer, for such I accounted the young man; but, on reflection, I thought the course useless.",0.0
625,I next looked round to see whether the precious elixir was gone.,I next looked round to see whether the precious elixir was gone.,0.0
626,"On the table stood a phial, from which a strong spirituous odour exhaled; but it was empty.","On the table stood a phial, from which a strong spirituous odour exhaled; but it was empty.",0.0
627,"I then turned my attention to a receiver, connected by a worm with an alembic on the furnace.","I then turned my attention to a receiver, connected by a worm with an alembic on the furnace.",0.0
628,"On examining it, I found it contained a small quantity of a bright transparent liquid, which, poured forth into a glass, emitted precisely the same odour as the phial.","On examining it, I found it contained a small quantity of a bright transparent liquid, which, poured forth into a glass, emitted precisely the same odour as the phial.",0.0
629,"Persuaded this must be the draught of immortality, I raised it to my lips; but apprehension lest it might be poison stayed my hand.","Persuaded this must be the draught of immortality, I raised it to my lips; but apprehension lest it might be poison stayed my hand.",0.0
630,"Reassured, however, by the thought of the young man’s miraculous recovery, I quaffed the potion.","Reassured, however, by the thought of the young man’s miraculous recovery, I quaffed the potion.",0.0
631,"It was as if I had swallowed fire, and at first I thought all was over with me.","It was as if I had swallowed fire, and at first I thought all was over with me.",0.0
632,"I shrieked out; but there was no one to heed my cries, unless it were my dead master, and two or three skeletons with which the walls were garnished.","I shrieked out; but there was no one to heed my cries, unless it were my dead master, and two or three skeletons with which the walls were garnished.",0.0
633,"And these, in truth, did seem to hear me; for the dead corpse opened its glassy orbs, and eyed me reproachfully; the skeletons shook their fleshless arms and gibbered; and the various strange objects, with which the chamber was filled, seemed to deride and menace me.","And these, in truth, did seem to hear me; for the dead corpse opened its glassy orbs, and eyed me reproachfully; the skeletons shook their fleshless arms and gibbered; and the various strange objects with which the chamber was filled, seemed to deride and menace me.",0.003745318352059925
634,"The terror occasioned by these fantasies, combined with the potency of the draught, took away my senses.","The terror occasioned by these fantasies, combined with the potency of the draught, took away my senses.",0.0
635,"When I recovered, I found all tranquil.","When I recovered, I found all tranquil.",0.0
636,"Doctor Lamb was lying stark and stiff at my feet, with an expression of reproach on his fixed countenance; and the skeletons were hanging quietly in their places.","Doctor Lamb was lying stark and stiff at my fect, with an expression of reproach on his fixed countenance; and the skeletons were hanging quietly in their places.",0.006172839506172839
637,"Convinced that I was proof against death, I went forth.","Convinced that I was proof against death, I went forth.",0.0
638,But a curse went with me!,But a curse went with me!,0.0
639,"From that day to this I have lived, but it has been in such poverty and distress, that I had better far have died.","From that day to this, I have lived, but it has been in such poverty and distress, that I had better far have died.",0.008695652173913044
640,"Besides, I am constantly haunted by visions of my old master.","Besides, I am constantly haunted by visions of my old master.",0.0
641,"He seems to hold converse with me—to lead me into strange places.” “Exactly the case with the t’other,” whispered the Tinker to the Sandman.","He seems to hold converse with me—to lead me into strange places.” “ Exactly the case with the t’other,” whispered the Tinker to the Sandman.",0.0070921985815602835
642,"“Have you ever, in the coorse o’ your long life, met the young man as drank the ‘lixir?” he inquired of the dwarf.","“ Haye you ever, in the coorse o’ your long life, met the young man as drank the ’lixir?” he inquired of the dwarf.",0.02608695652173913
643,"“Never.” “Do you happen to rekilect his name?” “No; it has quite escaped my memory,” answered Old Parr.","THE HANever.” “ Do you happen to rekilect his name?” “No; it has quite escaped my memory,” answered Old Parr.",0.06422018348623854
644,"“Should you rekilect it, if you heerd it?” asked the Tinker.","“ Should you rekilect it, if you heerd it?” asked the Tinker.",0.01639344262295082
645,"“Perhaps I might,” returned the dwarf; “but I can’t say.” “Wos it Auriol Darcy?” demanded the other.","“ Perhaps I might,” returned the dwarf; “ but I can’t say.” “ Wos it Auriol Darcy ?” demanded the other.",0.038461538461538464
646,"“That was the name,” cried Old Parr, starting up in extreme surprise.","“ That was the name,” cried Old Parr, starting up in extreme surprise.",0.014285714285714285
647,“I heard Doctor Lamb call him so.,‘I heard Doctor Lamb call him so.,0.030303030303030304
648,"But how, in the name of wonder, do you come to know it?” “Ve’ve got summat, at last,” said the Tinker, with a self-applauding glance at his friends.","But how, in the name of wonder, do you come to know it?” “ Ve've got summat, at last,” said the Tinker, with a self-applauding glance at his friends.",0.013422818791946308
649,"“How do you come to know it, I say?” repeated the dwarf, in extreme agitation.","“ How do you come to know it, I say?” repeated the dwarf, in extreme agitation.",0.012658227848101266
650,"“Never mind,” rejoined the Tinker, with a cunning look; “you see I does know some cur’ous matters as veil as you, my old file.","“Never mind,” rejoined the Tinker, with a cunning Yook ; “ you see I docs know some cur’ous matters as vell as you, my old file.",0.0390625
651,"Yo’ll be good evidence, in case ve vishes to prove the fact agin him.” “Prove what?—and against whom?” cried the dwarf.","‘Yo’ll be good evidence, in case ve vishes to prove the fact agin him.” “ Prove what ?—and against whom ?” cried the dwarf.",0.032520325203252036
652,"“One more questin, and I’ve done,” pursued the Tinker.","“ One more questin, and I’ve done,” pursued the Tinker.",0.01818181818181818
653,"“Should you know this young man agin, in case you chanced to come across him?” “No doubt of it,” replied Old Parr; “his figure often flits before me in dreams.” “Shall ve let him into it?” said the Tinker, consulting his companions in a low tone.","“Should you know this young man agin, in case you chanced to come across him?” “No doubt of it,” replied Old Parr; “his figure often flits before me in dreams.” “ Shall ve let him into it?” said the Tinker, consulting his companions in a low tone.",0.004048582995951417
654,"“Ay—ay,” replied the Sandman.","“ Ay—ay,” replied the Sandman.",0.03333333333333333
655,"“Better vait a bit,” remarked Ginger, shaking his head dubiously.","“ Better vait a bit,” remarked Ginger, shaking his head dubiously.",0.015151515151515152
656,"“There’s no hurry.” “No; ve must decide at vonce,” said the Tinker.","“ There's no hurry.” “ No;.ve must decide at vonce,” said the Tinker.",0.057971014492753624
657,"“Jist examine them papers,” he added, handing the pocket-book to Old Parr, “and favour us vith your opinion on ’em.” The dwarf was about to unclasp the book committed to his charge, when a hand was suddenly thrust through the banisters of the upper part of the staircase, which, as has been already stated, was divided from the lower by the door.","“ Jist examine them papers,” he added, handing the pocket-book to Old Parr, “ and fayour us vith your opinion on ’em.” The dwarf was about to unclasp the book committed to his charge, when a hand was suddenly thrust through the banisters of the upper part of the staircase, which, as has been already stated, was divided from the lower by the door.",0.008620689655172414
658,"A piece of heavy black drapery next descended like a cloud, concealing all behind it except the hand, with which the dwarf was suddenly seized by the nape of the neck, lifted up in the air, and, notwithstanding his shrieks and struggles, carried clean off.","A piece of heavy black drapery next descended like a cloud, concealing all behind it except the hand, with which the dwarf was suddenly seized by the nape of the neck, lifted up in the air, and, notwithstanding his shrieks and struggles, carried clean off.",0.0
659,Great confusion attended his disappearance.,« Great confusion attended his disappearance.,0.044444444444444446
660,"The dogs set up a prodigious barking, and flew to the rescue—one of the largest of them passing over the body of the drowsy waiter, who had sought his customary couch upon the coals, and rousing him from his slumbers; while the Tinker, uttering a fierce imprecation, upset his chair in his haste to catch hold of the dwarf’s legs; but the latter was already out of reach, and the next moment had vanished entirely.","The dogs set up a prodigious barking, and flew to the rescue—one of the largest of them passing over the body of the drowsy waiter, who had sought his customary couch upon the coals, and rousing him from his slumbers; while the Tinker, uttering a fierce imprecation, upset his chair in his haste to catch hold of the dwarf’s legs; but the latter was already out of reach, and the next moment had vanished entirely.",0.0
661,“My eyes!,“ My eyes!,0.1
662,"here’s a pretty go!” cried Ginger, who, with his back to the fire, had witnessed the occurrence in open-mouthed astonishment.","here’s a pretty go!” cried Ginger, who, with his back to the fire, had witnessed the occurrence in open-mouthed astonishment.",0.0
663,"“Vy, curse it!","‘“ Vy, curse it!",0.125
664,if the wenerable ain’t a-taken the pocket-book with him!,if the wenerable ain't a-taken the pocket-book with him!,0.017857142857142856
665,It’s my opinion the devil has flown avay with the old feller.,It’s my opinion the devil has flown ayay with the old feller.,0.01639344262295082
666,"His time wos nearer at ‘and than he expected.” “Devil or not, I’ll have him back agin, or at all events the pocket-book!” cried the Tinker.","His time wos nearer at ’and than he expected.” “ Devil or not, I'll have him back agin, or at all events the pocket-book !” cried the Tinker.",0.028368794326241134
667,"And, dashing up the stairs, he caught hold of the railing above, and swinging himself up by a powerful effort, passed through an opening, occasioned by the removal of one of the banisters.","And, dashing up the stairs, he caught hold of the railing above, and swinging himself up by a powerful effort, passed through an opening, occasioned by the removal of one of the banisters.",0.0
668,"Groping along the gallery, which was buried in profound darkness, he shouted to the dwarf, but received no answer to his vociferations; neither could he discover any one, though he felt on either side of the passage with outstretched hands.","Groping along the gallery, which was buried in profound darkness, he shouted to the dwarf, but received no answer to his vociferations; neither could he discover any one. though he felt on either side of the passage with outstretched hands,",0.008333333333333333
669,"The occupants of the different chambers, alarmed by the noise, called out to know what was going forward; but being locked in their rooms, they could render no assistance.","The occupants of the different chambers, alarmed by the noise, called out to know what was going forward; but being locked in their rooms, they could render no assistance.",0.0
670,"While the Tinker was thus pursuing his search in the dark, venting his rage and disappointment in the most dreadful imprecations, the staircase door was opened by the landlord, who had found the key in the greatcoat left behind by the dwarf.","While the Tinker was thus pursuing his search in the dark, venting his rage and disappointment in the most dreadful imprecations, the staircase door was opened by the landlord, who had found the key in the great-coat left behind by the dwarf.",0.004132231404958678
671,"With the landlord came the Sandman and Ginger, the latter of whom was attended by all his dogs, still barking furiously; while the rear of the party was brought up by the drowsy waiter, now wide awake with fright, and carrying a candle.","With the landlord came the Sandman and Ginger, the latter of whom was attended by all his dogs, still barking furiously; while the rear of the party was brought up by the drowsy waiter, now wide awake with fright, and carrying a candle.",0.0
672,"But though every nook and corner of the place was visited—though the attics were searched, and all the windows examined—not a trace of the dwarf could be discovered, nor any clue to his mysterious disappearance detected.","But though every nook and corner of the place was visited—though the attics were searched, ‘and all the windows examined—not a trace of the dwarf could be discovered, nor any clue to his mysterious disappearance detected.",0.004524886877828055
673,Astonishment and alarm sat on every countenance.,Astonishment and alarm sat on every countenance.,0.0
674,"“What the devil can have become of him?” cried the landlord, with a look of dismay.","“ What the devil can have become of him?” cried the landlord, with a look of dismay.",0.011904761904761904
675,"“Ay, that’s the questin!” rejoined the Tinker.","“ Ay, that’s the questin!” rejoined the Tinker,",0.0425531914893617
676,"“I begin to be of Ginger’s opinion, that the devil himself must have flown avay vith him.","“I begin to be of Ginger's opinion, that the devil himself must have flown avay vith him.",0.011235955056179775
677,"No von else could ha’ taken a fancy to him.” “I only saw a hand and a black cloak,” said the Sandman.","No von else could ha’ taken a fancy to him.” “T only saw a hand and a black cloak,” said the Sandman.",0.009900990099009901
678,"“I thought I seed a pair o’ hoofs,” cried the waiter; “and I’m quite sure I seed a pair o’ great glitterin’ eyes,” he added, opening his own lacklustre orbs to their widest extent.","“T thought I seed a pair o’ hoofs,” cried the waiter; “and I’m quite sure I seed a pair o’ great glitterin’ eyes,” ' he added, opening his own lacklustre orbs to their widest extent.",0.016483516483516484
679,"“It’s a strange affair,” observed the landlord gravely.","“Tt’s a strange affair,” observed the landlord, gravely.",0.03571428571428571
680,"“It’s certain that no one has entered the house wearing a cloak such as you describe; nor could any of the lodgers, to my knowledge, get out of their rooms.","“ It's certain that no one has entered the house wearing a cloak such as you describe; nor could any of the lodgers, to my knowledge, get out of their rooms.",0.012738853503184714
681,"It was Old Parr’s business, as you know, to lock ’em up carefully for the night.” “Vell, all’s over vith him now,” said the Tinker; “and vith our affair, too, I’m afeerd.” “Don’t say die jist yet,” rejoined Ginger.","It was Old Parr’s business, as you know, to lock ’em up carefully for the night.” “ Vell, all's over vith him now,” said the Tinker; “ and vith our affair, too, I’m afeerd.” “ Don't say die jist yet,” rejoined Ginger.",0.02304147465437788
682,"“The wenerable’s gone, to be sure; and the only thing he has left behind him, barrin’ his topcoat, is this here bit o’ paper vich dropped out o’ the pocket-book as he wos a-takin’ flight, and vich I picked from the floor.","‘“ The wenerable’s gone, to be sure; and the only thing he has left behind him, barrin’ his top-coat, is this here bit o’ paper vich dropped out o’ the pocket-book as he wos a-takin’ flight, and yich I picked from the floor.",0.017857142857142856
683,It may be o’ some use to us.,It may be o’ some use to us.,0.0
684,"But come, let’s go down-stairs.","But come, let’s go downstairs.",0.03225806451612903
685,"There’s no good in stayin’ here any longer.” Concurring in which sentiment, they all descended to the lower room.","There's no good in stayin’ here any longer.” Concurring in which sentiment, they all descended to the lower room.",0.008849557522123894
686,"Chapter 4 The Iron-merchant’s Daughter A week had elapsed since Auriol Darcy was conveyed to the iron-merchant’s dwelling, after the attack made upon him by the ruffians in the ruined house; and though almost recovered from the serious injuries he had received, he still remained the guest of his preserver.","CHANT’S DAUGHTER. 63 IV. CHANT'S DAUGHTER. A week had elapsed since Auriol Darcy was conveyed to the iron-merchant’s dwelling, after the attack made upon him by the ruffians in the ruincd house; and though almost recovered from the serious injuries he had received, he still remained the guest of his preserver.",0.14860681114551083
687,"It was a bright spring morning, when a door leading to the yard in front of the house opened, and a young girl, bright and fresh as the morning’s self, issued from it.","It was a bright spring morning, when a door leading to the yard in front of the house opened, and a young girl, bright and fresh as the morning’s self, issued from it.",0.0
688,A lovelier creature than Ebba Thorneycroft cannot be imagined.,A lovelicr creature than Ebba Thorneycroft cannot be imagined.,0.016129032258064516
689,"Her figure was perfection—slight, tall, and ravishingly proportioned, with a slender waist, little limbs, and fairy feet that would have made the fortune of an opera-dancer.","Her figure was perfection—slight, tall, and ravishingly proportioned, with a slender waist, little limbs, and fairy fect that would haye made the fortune of an opera-dancer.",0.011560693641618497
690,"Her features were almost angelic in expression, with an outline of the utmost delicacy and precision—not cold, classical regularity—but that softer and incomparably more lovely mould peculiar to our own clime.","Her features were almost angelic in expression, with an outline of the utmost delicacy and precision—not cold, classical regularity—but that softer and incomparably more lovely mould peculiar to our own clime.",0.0
691,Ebba’s countenance was a type of Saxon beauty.,Ebba’s countenance was a type of Saxon beauty.,0.0
692,"Her complexion was pure white, tinged with a slight bloom.","Her complexion was pure white, tinged with a slight bloom.",0.0
693,"Her eyes were of a serene summer blue, arched over by brows some shades darker than the radiant tresses that fell on either cheek, and were parted over a brow smoother than alabaster.","Her eyes were of a serene summer blue, arched over by brows some shades darker than the radiant tresses that fell on either cheek, and were parted over a brow smoother than alabaster.",0.0
694,"Her attire was simple but tasteful, and by its dark colour threw into relief the exceeding fairness of her skin.","Her attire was simple, but tasteful, and by its dark colour threw into relief the exceeding fairness of her skin,",0.017699115044247787
695,"Ebba’s first care was to feed her favourite linnet, placed in a cage over the door.","Ebba’s first care was to feed her favourite linnet, placed in a cage over the door.",0.0
696,"Having next patted the head of a huge bulldog who came out of his kennel to greet her, and exchanged a few words with two men employed at a forge in the inner part of the building on the right, she advanced farther into the yard.","Having next patted the head of a huge bulldog who came out of his kennel to greet her. and exchanged a few words with two men employed at a forge in the inner part of the building on the right, she advanced farther into the yard.",0.004366812227074236
697,"This part of the premises, being strewn with ironwork of every possible shape, presented a very singular appearance, and may merit some description.","This part of the premises, being strewn with ironwork of every possible shape, presented a very singular appearance, and may merit some description.",0.0
698,"There were heaps of rusty iron chains flung together like fishermen’s nets, old iron area-guards, iron kitchen-fenders, old grates, safes, piles of old iron bowls, a large assortment of old iron pans and dishes, a ditto of old ovens, kettles without number, sledge-hammers, anvils, braziers, chimney-cowls, and smoke-jacks.","There were heaps of rusty iron chains flung tagether like fishermen’s nets, old iron area-guards, iron kitchen-fenders, old grates, safes, piles of old iron bowls, a large assortment of old iron pans and dishes, a ditto of old ovens, kettles without number, sledge-hammers, anvils, braziers, chimney-cowls, and smokejacks.",0.006191950464396285
699,"Stout upright posts, supporting cross-beams on the top, were placed at intervals on either side of the yard, and these were decorated, in the most artistic style, with rat-traps, man-traps, iron lanterns, pulleys, padlocks, chains, trivets, triangles, iron rods, disused street lamps, dismounted cannon, and anchors.","Stout upright posts, supporting cross-beams on the top, were placed at intervals on either side of the ‘yard, and these were decorated, in the most artistic style, with rattraps, man-traps, iron lanterns, pulleys, padlocks, chains, trivets, triangles, iron rods, disused street lamps, dismounted cannon and anchors.",0.00946372239747634
700,"Attached to hooks in the cross-beam nearest the house hung a row of old horse-shoes, while from the centre depended a large rusty bell.","Attached to hooks in the cross-beam nearest the house hung a row of old horseshoes, while from the centre depended a large rusty bell.",0.007407407407407408
701,"Near the dog’s kennel was a tool-box, likewise garnished with horse-shoes, and containing pincers, files, hammers, and other implements proper to the smith.","Near the dog’s kennel was a tool-box, likewise garnished with horse-shoes, and containing pincers, files, hammers, and other implements proper to the smith.",0.0
702,"Beyond this was an open doorway leading to the workshop, where the two men before mentioned were busy at the forge.","Beyond this was an open doorway leading to the workshop, where the two men before mentioned were busy at the forge.",0.0
703,"Though it was still early, the road was astir with passengers; and many waggons and carts, laden with hay, straw, and vegetables, were passing.","Though it was still early, the road was astir with passengers, and many waggons and carts, laden with hay, straw, and vegetables, were passing.",0.006993006993006993
704,"Ebba, however, had been solely drawn forth by the beauty of the morning, and she stopped for a moment at the street gate, to breathe the balmy air.","Ebba, however, had been solely drawn forth by the beauty of the morning, and she stopped for a moment at the street gate, to breathe the balmy air.",0.0
705,"As she inhaled the gentle breeze, and felt the warm sunshine upon her cheek, her thoughts wandered away into the green meadows in which she had strayed as a child, and she longed to ramble amid them again.","As she inhaled the gentle breeze, and felt the warm sunshine upon her check, her thoughts wandered away into the green meadows in which she had strayed as a child, and she longed to ramble amid them again.",0.004878048780487805
706,"Perhaps she scarcely desired a solitary stroll; but however this might be, she was too much engrossed by the reverie to notice a tall man, wrapped in a long black cloak, who regarded her with the most fixed attention, as he passed on the opposite side of the road.","Perhaps she scarcely desired a solitary stroll; but however this . might be, she was too much engrossed by the reverie to notice a tall man, wrapped in a long black cloak, who regarded her with the most fixed attention, as he passed on the opposite side of the road.",0.007518796992481203
707,"Proceeding to a short distance, this personage crossed over, and returned slowly towards the iron-merchant’s dwelling.","Proceeding to a short distance, this personage crossed over, and returned slowly towards the iron-merchant’s dwelling.",0.0
708,"Ebba then, for the first time, remarked him, and was startled by his strange, sinister appearance.","Ebba then, for the first time, remarked him, and was startled by his strange, sinister appearance.",0.0
709,"His features were handsome, but so malignant and fierce in expression, that they inspired only aversion.","His features were handsome, but so malignant and fierce in expression, that they inspired only aversion.",0.0
710,"A sardonic grin curled his thin lips, and his short, crisply curled hair, raven-black in hue, contrasted forcibly and disagreeably with his cadaverous complexion.","A sardonic grin curled his thin lips, and his short, crisply-curled hair, raven black in hue, contrasted forcibly and disagreeably with his cadaverous complexion.",0.012345679012345678
711,"An attraction like that of the snake seemed to reside in his dark blazing eyes, for Ebba trembled like a bird beneath their influence, and could not remove her gaze from them.","An attraction like that of the snake seemed to reside in his dark blazing eyes, for Ebba trembled like a bird beneath their influence, and could not remove her gaze from them.",0.0
712,"A vague presentiment of coming ill smote her, and she dreaded lest the mysterious being before her might be connected in some inexplicable way with her future destiny.","A vague presentiment of coming ill smote her, and she dreaded lest the mysterious being before her might be connected in some inexplicable way with her future destiny.",0.0
713,"On his part, the stranger was not insensible to the impression he had produced, and suddenly halting, he kept his eyes riveted on those of the girl, who, after remaining spell-bound, as it were, for a few moments, precipitately retreated towards the house.","On his part, the stranger was not insensible to the impression he had produced, and suddenly halting, he kept his eyes riveted on those of the girl, who, after remaining spell-bound, as it were, for a few moments, precipitately retreated towards the house.",0.0
714,"Just as she reached the door, and was about to pass through it, Auriol came forth.","Just as she reached the door, and was about to pass through it, Auriol came forth.",0.0
715,"He was pale, as if from recent suffering, and bore his left arm in a sling.","He was pale, as if from recent suffering, and bore his left arm in a sling.",0.0
716,"“You look agitated,” he said, noticing Ebba’s uneasiness.","“ You look agitated,” he said, noticing Ebba’s uneasiness.",0.017241379310344827
717,"“What has happened?” “Not much,” she replied, a deep blush mantling her cheeks.","“What has happened ?” | . “ Not much,” she replied, a deep blush mantling her cheeks.",0.07058823529411765
718,"“But I have been somewhat alarmed by the person near the gate.” “Indeed!” cried Auriol, darting forward.","“ But I have been somewhat alarmed by the person near the gate.” “ Indeed!” cried Auriol, darting forward.",0.018867924528301886
719,“Where is he?,“ Where is he?,0.07142857142857142
720,"I see no one.” “Not a tall man, wrapped in a long black cloak?” rejoined Ebba, following him cautiously.","I see no one.” “ Not a tail man, wrapped in a long black cloak 2?” rejoined Ebba, following him cautiously.",0.037383177570093455
721,“Ha!” cried Auriol.,“ Ha!” cried Auriol.,0.05
722,“Has he been here?” “Then you know the person I allude to?” she rejoined.,‘“ Has he been here 2?” “ Then you know the person I allude to?” she rejoined.,0.0641025641025641
723,"“I know some one answering his description,” he replied, with a forced smile.","“ T know scme one answering his description,” he replied, with a forced smile.",0.038461538461538464
724,"“Once beheld, the man I mean is not to be forgotten,” said Ebba.","“ Once beheld, the man I mean is not to be forgotten,” said Ebba.",0.015384615384615385
725,“He has a countenance such as I never saw before.,“ He has a countenance such as I never saw before.,0.02
726,"If I could believe in the ‘evil eye,’ I should be sure he possessed it.” “’Tis he, there can be no doubt,” rejoined Auriol, in a sombre tone.","If I could believe in the ‘evil eye,’ I should be sure he possessed it.” “Tis he, there can be no doubt,” rejoined Auriol, in a sombre tone.",0.0070921985815602835
727,"“Who and what is he, then?” demanded Ebba.","67 “ Who and what is he, then ?” demanded Ebba.",0.10638297872340426
728,"“He is a messenger of ill,” replied Auriol, “and I am thankful he is gone.” “Are you quite sure of it?” she asked, glancing timorously up and down the road.","“ He is a messenger of ill,” replied Auriol, “and I am thankful he is gone.” “ Are you quite sure of it?” she asked, glancing timorously up and down the road.",0.012658227848101266
729,But the mysterious individual could no longer be seen.,But the mysterious individual could no longer be seen.,0.0
730,"“And so, after exciting my curiosity in this manner, you will not satisfy it?” she said.","“ And so, after exciting my curiosity in this manner, you will not satisfy it?” she said.",0.011235955056179775
731,"“I cannot,” rejoined Auriol, somewhat sternly.","“ T cannot,” rejoined Aurio], somewhat sternly.",0.06382978723404255
732,"“Nay, then, since you are so ungracious, I shall go and prepare breakfast,” she replied.","“ Nay, then, since you are so ungracious, I shall go and prepare breakfast,” she replied.",0.011235955056179775
733,"“My father must be down by this time.” “Stay!” cried Auriol, arresting her, as she was about to pass through the door.","“My father must be down by this time.” “ Stay!” cried Auriol, arresting her, as she was about to pass through the door.",0.008403361344537815
734,"“I wish to have a word with you.” Ebba stopped, and the bloom suddenly forsook her cheeks.","“I wish to have a word with you.” Ebba stopped, and the bloom suddenly forsook her cheeks.",0.0
735,But Auriol seemed unable to proceed.,But Auriol seemed unable to proceed.,0.0
736,Neither dared to regard the other; and a profound silence prevailed between them for a few moments.,Neither dared to regard the other; and a profound silence prevailed between them for a few moments.,0.0
737,"“Ebba,” said Auriol at length, “I am about to leave your father’s house to-day.” “Why so soon?” she exclaimed, looking up into his face.","“ Ebba,” said Auriol at length, “I am about to leave your father’s house to-day.” “ Why so soon?” she exclaimed, looking up into his face.",0.014492753623188406
738,"“You are not entirely recovered yet.” “I dare not stay longer,” he said.","“ You are not entirely recovered yet.” “ T dare not stay longer,” he said.",0.04054054054054054
739,“Dare not!” cried Ebba.,“ Dare not!” cried Ebba.,0.041666666666666664
740,And she again cast down her eyes; but Auriol made no reply.,And she again cast down her eyes ; but Auriol made no reply.,0.016666666666666666
741,Fortunately the silence was broken by the clinking of the smiths’ hammers upon the anvil.,Fortunately the silence was broken by the clinking of the smiths’ hammers upon the anvil.,0.0
742,"“If you must really go,” said Ebba, looking up, after a long pause, “I hope we shall see you again?” “Most assuredly,” replied Auriol.","Fo 68 AURIOL. “ Tf you must really go,” said Ebba, looking up, after a long pause, “ I hope we shall see you again?” “ Most assuredly,” replied Auriol.",0.11920529801324503
743,"“I owe your worthy father a deep debt of gratitude—a debt which, I fear, I shall never be able to repay.” “My father is more than repaid in saving your life,” she replied.","“I owe your worthy father a deep debt of gratitude—a debt which, I fear, I shall never be able to repay.” “ My father is more than repaid in saving your life,” she replied.",0.005813953488372093
744,"“I am sure he will be sorry to learn you are going so soon.” “I have been here a week,” said Auriol.","“I am sure he will be sorry to learn you are going 60 soon.” “ [have been here a week,” said Auriol.",0.039603960396039604
745,"“If I remained longer, I might not be able to go at all.” There was another pause, during which a stout old fellow in the workshop quitted the anvil for a moment, and, catching a glimpse of the young couple, muttered to his helpmate— “I say, Ned, I’m a-thinkin’ our master’ll soon have a son-in-law.","“ If I remained longer, I might not be able to go at all.” There was another pause, during which a stout old fellow in the workshop quitted the anvil for a moment, and, catching a glimpse of the young couple, muttered to his helpmate : . “Tsay, Ned, I'm a-thinkin’ our master’ll soon have a son-in-law.",0.026402640264026403
746,"There’s pretty plain signs on it at yonder door.” “So there be, John,” replied Ned, peeping round.","There's pretty plain signs on it at yonder door.” “So there be, John,” replied Ned, peeping round.",0.01020408163265306
747,“He’s a good-lookin’ young feller that.,“ He’s a good-lookin’ young feller that.,0.025
748,"I wish ve could hear their discoorse.” “No, that ain’t fair,” replied John, raking some small coal upon the fire, and working away at the bellows.","I wish ve could hear their discoorse.” “ No, that ain’t fair,” replied John, raking some small coal upon the fire, and working away at the bellows.",0.006802721088435374
749,"“I would not for the world ask a disagreeable question,” said Ebba, again raising her eyes, “but since you are about to quit us, I must confess I should like to know something of your history.” “Forgive me if I decline to comply with your desire,” replied Auriol.","“ T would not for the world ask a disagrecable question,” said Ebba, again raising her eyes, “ but since you are about to quit us, I must confess I should like to know something of your history.” “ Forgive me if I decline to comply with your desire,” replied Auriol.",0.018796992481203006
750,"“You would not believe me, were I to relate my history.","“ You would not believe me, were I to relate my history.",0.017857142857142856
751,"But this I may say, that it is stranger and wilder than any you ever heard.","But this I may say, that it is stranger and wilder than any you ever heard.",0.0
752,The prisoner in his cell is not restrained by more terrible fetters than those which bind me to silence.” Ebba gazed at him as if she feared his reasoning were wandering.,The prisoner in his cell is not restrained by more terrible fetters than those which bind me to silence.” Ebba gazed at him as if she feared his reasoning were wandering.,0.0
753,"“You think me mad,” said Auriol; “would I were so!","“ You think me mad,” said Auriol; “ would I were so!",0.038461538461538464
754,But I shall never lose the clear perception of my woes.,But I shall never lose the clear perception of my woes.,0.0
755,"Hear me, Ebba!","Hear me, Ebba!",0.0
756,Fate has brought me into this house.,Fate has brought me into this house.,0.0
757,"I have seen you, and experienced your gentle ministry; and it is impossible, so circumstanced, to be blind to your attractions.","I have seen you, and experienced your gentle ministry; and it is impossible, so circumstanced, to be blind to your attractions.",0.0
