gold_sent,ocr_sent,CER
"Doctor Lamb, meanwhile, steadily pursued his task, though he ever and anon paused, to fling      certain roots and drugs upon the charcoal.","Tiuged by these fires, the diflerent objects in the chamber seemed to take othoer forms, and to become instinct with animation.",0.7553956834532374
"As he did this, various-coloured flames broke      forth—now blue, now green, now blood-red.","Having carefully secured the bottlo with a glass stopper, the old man held it towards the light, and gazed at it with rapture.",1.0434782608695652
"Tinged by these fires, the different objects in the chamber seemed to take other forms, and      to become instinct with animation.","Ha1'' cxelaimed the doctor, suddenly recollecting the wounded man, and concealing tle phial beneath his gon.",0.7251908396946565
"The gourd-shaped cucurbites were transformed into great      bloated toads bursting with venom; the long-necked bolt-heads became monstrous serpents; the      worm-like pipes turned into adders; the alembics looked like plumed helmets; the characters on      the Isaical table, and those on the parchments, seemed traced in fire, and to be ever changing;      the sea-monster bellowed and roared, and, flapping his fins, tried to burst from his hook; the      skeletons wagged their jaws, and raised their fleshless fingers in mockery, while blue lights      burnt in their eyeless sockets; the bellows became a prodigious bat fanning the fire with its      wings; and the old alchemist assumed the appearance of the archfiend presiding over a witches’      sabbath.",13 its wings; and the old alchemist assumed the appearance of the arch-fiend presiding over a witcles' sabbath.,0.8629242819843342
"Auriol’s brain reeled, and he pressed his hand to his eyes, to exclude these phantasms from      his sight.","Auriol's brain reeled, and he pressed his hand to his eyes, to exclude these phantasms from his sight.",0.056074766355140186
But even thus they pursued him; and he imagined he could hear the infernal riot      going on around him.,I hae dovoted myself to abstrusest science; hae held commune with tho stars; and have wrested the most hidden seerets from Nature-but that is all.,1.0095238095238095
"Suddenly, he was roused by a loud joyful cry, and, uncovering his eyes, he beheld Doctor Lamb      pouring the contents of the matrass—a bright, transparent liquid—into a small phial.","e It is true that I fled, and took the name I bear at present,'' replied the old mnn, ``bnt I need scarcely sasy that tho charge brought against me was false.",0.7595628415300546
"Having      carefully secured the bottle with a glass stopper, the old man held it towards the light, and      gazed at it with rapture.","I am the possessor of thc wondrons secret, which the greatest plilosophers of all ages hae songht to discover--the miraculous preserutive of tho boly against deeay.''",0.8970588235294118
"“At length,” he exclaimed aloud—“at length, the great work is achieved.","Dut no matterl Perpetunl lifo l-perpetual youth 1-what more ueed be desiroed 7''  Wwhat more, indeed 1'' cried Auriol.",1.1971830985915493
"With the birth of the      century now expiring I first saw light, and the draught I hold in my hand shall enable me to      see the opening of centuries and centuries to come.","Is it so t''  It is,'' relied the doctor, '` and you shall now learn the conexion that subsists between us.",0.6988636363636364
"Composed of the lunar stones, the solar      stones, and the mercurial stones—prepared according to the instructions of the Rabbi Ben      Lucca—namely, by the separation of the pure from the impure, the volatilisation of the fixed,      and the fixing of the volatile—this elixir shall renew my youth, like that of the eagle, and      give me length of days greater than any patriarch ever enjoyed.”     While thus speaking, he held up the sparkling liquid, and gazed at it like a Persian      worshipping the sun.","Look at that ghastly relic,'' he added, pointing to the head protruding from the bag, "" that was onco my son fSimon.",0.8407766990291262
"“To live for ever!” he cried, after a pause—“to escape the jaws of death just when they are      opening to devour me!—to be free from all accidents!—’tis a glorious thought!","Ha1'' cxelaimed the doctor, suddenly recollecting the wounded man, and concealing tle phial beneath his gon.",0.7701149425287356
Ha!,His son's hend is within the sack-yonr futher's head-so that four genemations are brought together.'',33.0
"I bethink me,      the rabbi said there was   one   peril against which the elixir could not guard       me—  one   vulnerable point, by which, like the heel of Achilles, death might reach me!","An old tale runs in the family that you were charged with sorcery, and fled to avoid the stake.''",0.7604166666666666
What is it!—where can it lie?”     And he relapsed into deep thought.,"To crimes alone have stained my soul, but both, I trust, hae been expiated by repentance.''",0.9565217391304348
"“This uncertainty will poison all my happiness,” he continued; “I shall live in constant      dread, as of an invisible enemy.","The man who brought me hither told me yon were my kiusman,'' said Auriol.",0.7380952380952381
But no matter!,"e It is true that I fled, and took the name I bear at present,'' replied the old mnn, ``bnt I need scarcely sasy that tho charge brought against me was false.",10.428571428571429
"Perpetual life!—perpetual youth!—what more need      be desired?”     “What more, indeed!” cried Auriol.","One night, he showel me that olume, and, poiuting to a page within it, said:  Those characters contain the secret of confecting the elixir of Iife.",1.0769230769230769
"“Ha!” exclaimed the doctor, suddenly recollecting the wounded man, and concealing the phial      beneath his gown.",I hae dovoted myself to abstrusest science; hae held commune with tho stars; and have wrested the most hidden seerets from Nature-but that is all.,0.956140350877193
"“Your caution is vain, doctor,” said Auriol.","Ror montls, I remained with him in his laboratory-working at the furnee, aud poring over mystic lore.",1.75
“I have heard what you have uttered.,"An old tale runs in the family that you were charged with sorcery, and fled to avoid the stake.''",1.9722222222222223
You fancy      you have discovered the   elixir vitæ  .”     “Fancy I have discovered it!” cried Doctor Lamb.,"at the mystio characters, as he explained theire import What isions floated beforo me of perpetnal yontl and ene joymcnt.",0.8807339449541285
“The matter is past all doubt.,"Witl this, he unfolded the myster; but he bade e observe, that the menstrunm was defective on one point.",2.8333333333333335
"I am the      possessor of the wondrous secret, which the greatest philosophers of all ages have sought to      discover—the miraculous preservative of the body against decay.”     “The man who brought me hither told me you were my kinsman,” said Auriol.","To crimes alone have stained my soul, but both, I trust, hae been expiated by repentance.''",0.7952755905511811
"“Is it so?”     “It is,” replied the doctor, “and you shall now learn the connection that subsists between      us.","I will now explain tlem to yon, and afterwards we will proceed to the operation.'",0.7391304347826086
"Look at that ghastly relic,” he added, pointing to the head protruding from the bag: “that      was once my son Simon.","At that moment a demon whispered in my ear, -- This secret must be thine own.",0.7203389830508474
"His son’s head is within the sack—your father’s head—so that four      generations are brought together.”     “Gracious Heaven!” exclaimed the young man, raising himself on his elbow.","His fame reached me, and I sought him out, offering myself as his disciple.",0.7595628415300546
"“You, then, are my      great-grandsire.","I have proceedel by calcitration, solution, putrefaction-hae produced the oils whiech will fix crudo mucrcuiry, and convert uall bodies into sol and luna; but I have over failed in fermenting the stono into the truo elixir.",4.85
My father supposed you had died in his infancy.,"at the mystio characters, as he explained theire import What isions floated beforo me of perpetnal yontl and ene joymcnt.",2.0
"An old tale runs in the family      that you were charged with sorcery, and fled to avoid the stake.”     “It is true that I fled, and took the name I bear at present,” replied the old man, “but I      need scarcely say that the charge brought against me was false.","I did so; ul loubting thc efficacy of the experient, left it to work, hilo I went forth to breathe the air at my window.",0.7471698113207547
"I have devoted myself to      abstrusest science, have held commune with the stars, and have wrested the most hidden secrets      from Nature—but that is all.","IIis blood fell upon the book, and obliternted tho characters; nor could I by any effort of memory recal the composition of the elixir.''",0.7531645569620253
"Two crimes alone have stained my soul; but both, I trust, have      been expiated by repentance.”     “Were they deeds of blood?” asked Auriol.","Witl this, he unfolded the myster; but he bade e observe, that the menstrunm was defective on one point.",0.7062937062937062
"“One was so,” replied Darcy, with a shudder.","To-night,'' replied Darcy-`` within this hour.",0.5681818181818182
"“It was a cowardly and treacherous deed,      aggravated by the basest ingratitude.","1-night, it came into my hend to wash the lood-stained y:c coutaining the secret with a subtle liquid.",0.9036144578313253
"Listen, and you shall hear how it chanced.","How to reconcile this with the geod fortune which hass just befallen me, I know not-bnt so it was.",1.8095238095238095
"A Roman rabbi,      named Ben Lucca, skilled in hermetic science, came to this city.","At that moment a demon whispered in my ear, -- This secret must be thine own.",0.7380952380952381
"His fame reached me, and I      sought him out, offering myself as his disciple.","My eyes were cnst upwnrds, and I wss struck with the malignant aspect of my star.",0.7625
"For months, I remained with him in his      laboratory—working at the furnace, and poring over mystic lore.",or nigh fifty years after that fatal night I haso been making fruitlcss experiments.,0.7663551401869159
"One night he showed me that      volume, and, pointing to a page within it, said: ‘Those characters contain the secret of      confecting the elixir of life.","s We shall be no longer the great-grandsire and his descendant, but friends --companions-equals,-equals in age, strength, activity, beauty, fortune-for youth is fortnne-hal ha1 Methinks I am already yonng sgain l''  Yon spoke of two crimes with which yonr ceonscicnee was burdened,'' remarked Auriol.",1.4331210191082802
"I will now explain them to you, and afterwards we will proceed      to the operation.’ With this, he unfolded the mystery; but he bade me observe, that the      menstruum was defective on one point.","I have proceedel by calcitration, solution, putrefaction-hae produced the oils whiech will fix crudo mucrcuiry, and convert uall bodies into sol and luna; but I have over failed in fermenting the stono into the truo elixir.",0.8434343434343434
"Wherefore, he said, ‘there will still be peril from some      hidden cause.’ Oh, with what greediness I drank in his words!","Fearful of again losing the secret, I nerved mysolf to the task, and placing fuel on the fire, dismissed my attendunt with brief injunctions relatie to you. I then set to work.",1.032520325203252
"How I gazed at the mystic      characters, as he explained their import!","On glancing towards the mystic volame, what was my surprise to see the page free from blood 1' Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.",1.8055555555555556
What visions floated before me of perpetual youth and      enjoyment.,"The other was not so foul as that I havo described,'' ]replied Darcy, in an altered tone, `` inasmuch as it wss unintentional, and oeeasioned by no base motie.",1.7681159420289856
"At that moment a demon whispered in my ear, ‘This secret must be thine own.","I did so; ul loubting thc efficacy of the experient, left it to work, hilo I went forth to breathe the air at my window.",1.1333333333333333
"No one      else must possess it.’”     “Ha!” exclaimed Auriol, starting.","Having discovered our relationship, and enjoined the gatekeeper to bring yon hither, I returmaed to my old laboratory.",1.2328767123287672
"“The evil thought was no sooner conceived than acted upon,” pursued Darcy.","IThe sight was so surprising, that I dropped tle sack I ad brought with me,'' pursued Darey.",0.7702702702702703
"“Instantly drawing      my poniard, I plunged it to the rabbi’s heart.","1-night, it came into my hend to wash the lood-stained y:c coutaining the secret with a subtle liquid.",1.1
But mark what followed.,"How to reconcile this with the geod fortune which hass just befallen me, I know not-bnt so it was.",3.608695652173913
"His blood fell upon the      book, and obliterated the characters; nor could I by any effort of memory recall the      composition of the elixir.”     “When did you regain the secret?” asked Auriol curiously.","t In a few moments I shall be as full of rigour and aetivity as yourself,'' continued Darey.",0.7740384615384616
"“To-night,” replied Darcy—“within this hour.","s We shall be no longer the great-grandsire and his descendant, but friends --companions-equals,-equals in age, strength, activity, beauty, fortune-for youth is fortnne-hal ha1 Methinks I am already yonng sgain l''  Yon spoke of two crimes with which yonr ceonscicnee was burdened,'' remarked Auriol.",6.068181818181818
For nigh fifty years after that fatal night I      have been making fruitless experiments.,"Loe may again rule my heart-beauty may again dazzle my eyes, but I shall never moro feel the passion I entertained for my lost mice-neer more behold charms equal to hcrs'' And he pressed his hand to his face.",1.7666666666666666
A film of blood has obscured my mental sight.,"I fed her upon the flosh of capons, nourished with vipers; cansed her to steep her loely limbs in baths distilled from roscs and violets; and hnd recourse to the most potent cosmcties.",3.4
"I have      proceeded by calcitration, solution, putrefaction—have produced the oils which will fix crude      mercury, and convert all bodies into sol and luna; but I have ever failed in fermenting the      stone into the true elixir.","The other was not so foul as that I havo described,'' ]replied Darcy, in an altered tone, `` inasmuch as it wss unintentional, and oeeasioned by no base motie.",0.7106382978723405
"To-night, it came into my head to wash the blood-stained page      containing the secret with a subtle liquid.","MIenantime, I bescech yon to render me somo assistance,'' groaned Auriol,  or, while you are preparing for immortality, I shall expire beforo your eyes.''",1.0272727272727273
"I did so; and doubting the efficacy of the      experiment, left it to work, while I went forth to breathe the air at my window.","ately wae I enamonred of her, that I tried by every art to heighten and preserve her beauty.",0.7421875
"My eyes were      cast upwards, and I was struck with the malignant aspect of my star.","At last I preparel a draught from poisons-yes, poisons-the effect of which I imagined would be wondrous.",0.9302325581395349
"How to reconcile this with      the good fortune which has just befallen me, I know not—but so it was.","In my frenzy I shonld have laid violent hands npon myself, if I had not been restrained.",0.7254901960784313
"At this juncture, your      rash but pious attempt occurred.","t In a few moments I shall be as full of rigour and aetivity as yourself,'' continued Darey.",1.15
"Having discovered our relationship, and enjoined the      gatekeeper to bring you hither, I returned to my old laboratory.",Conceive my despair at beholding the fair imsge of my idolatry destroyed-dofaeed by my hand.,0.7295081967213115
"On glancing towards the mystic      volume, what was my surprise to see the page free from blood!”     Auriol uttered a slight exclamation, and gazed at the book with superstitious awe.","Like the snake, I shnll cast my slough, and come forth younger than I was at twenty.''",0.7513513513513513
"“The sight was so surprising that I dropped the sack I had brought with me,” pursued Darcy.","e Oh, HIeaensl we shall both perish,'' slricked Dare, vainly endeaouring to raise lis palsied arm,-``perish with the blissful shore in view,'' And he sank backwards, and wonld hare fallen to th ground if he had not caught ut the terrestrial sphere for support.",2.2527472527472527
"“Fearful of again losing the secret, I nerved myself to the task, and placing fuel on the fire,      dismissed my attendant with brief injunctions relative to you. I then set to work.","4 I know not what stays my hand,'' said the old man, raising the phial; `' but now that immortality is in my reaeh, I dare not grasp it'' t Give mo the potion, then,'' eried Auriol.",0.7650273224043715
"How I have      succeeded, you perceive.","MIenantime, I bescech yon to render me somo assistance,'' groaned Auriol,  or, while you are preparing for immortality, I shall expire beforo your eyes.''",3.15
I hold in my hand the treasure I have so long sought—so eagerly      coveted.,"I will go forth into the world-I will bask in the smiles of beauty-I will feast, reel, sing-life shall be one perpetal ronnd of onjoyment.",1.3246753246753247
"The whole world’s wealth should not purchase it from me.”     Auriol gazed earnestly at his aged relative, but he said nothing.","2 Can death assail me when I am just about to enter upon perpetual life7 IIelp me, good grandsonl Place the phial to my lips.",0.8110236220472441
"“In a few moments I shall be as full of vigour and activity as yourself,” continued Darcy.","Like the snake, I shnll cast my slough, and come forth younger than I was at twenty.''",0.7333333333333333
"“We shall be no longer the great-grandsire and his descendant, but      friends—companions—equals,—equals in age, strength, activity, beauty, fortune—for youth         is   fortune—ha!","Now for the trial-hal'' and, as he raised the potion towards his lips, a sudden pang shot aeross his henrt.",0.7445652173913043
ha!,"e No-no; it is tho true elixir,'' replied Darey.",15.333333333333334
"Methinks I am already young again!”     “You spoke of two crimes with which your conscience was burdened,” remarked Auriol.","onr its contents domn my throat-quickI uick :''  I am too weak to stir,'' groaned Auriol.",0.7235772357723578
"“You have      mentioned but one.”     “The other was not so foul as that I have described,” replied Darcy, in an altered tone,      “inasmuch as it was unintentional, and occasioned by no base motive.","e Not for worls,'' rejoined Dare, hugging the phial to his breast.",0.7960199004975125
"My wife, your ancestress,      was a most lovely woman, and so passionately was I enamoured of her, that I tried by every art      to heighten and preserve her beauty.","leechcraft so well, that I will answer for or speedy anl perfect reeoery.''",0.7664670658682635
"I fed her upon the flesh of capons, nourished with vipers;      caused her to steep her lovely limbs in baths distilled from roses and violets; and had      recourse to the most potent cosmetics.","The glass vessels and jars clashed thoeir brittle sides together, yet remained uninjured; the furnace breathed fortl flames and mephitic apours; the spiral worm of the alembic becname red hot, and seemed filled with molten lend; the pipe of the bolt-head ran blood; tho sphere of the earth rolled along the floor, anl rebounded from the wall as if impelled by a giant hand; the skeletons grinned and gibbered; so did the death's-head on the table; so did the skulls against the chimney; the monstrous sea-fish belched forth firo and smoke; the bald decapitated head opened its eyes, and   .",2.358974358974359
"At last I prepared a draught from poisons—yes,         poisons  —the effect of which, I imagined, would be wondrous.","e Oh, HIeaensl we shall both perish,'' slricked Dare, vainly endeaouring to raise lis palsied arm,-``perish with the blissful shore in view,'' And he sank backwards, and wonld hare fallen to th ground if he had not caught ut the terrestrial sphere for support.",1.7413793103448276
"She drank it, and expired      horribly disfigured.","ITho old man seemed paralysed by the action, but kept his eye fied upon the youth till he had drained the elixir to the last drop.",1.9607843137254901
Conceive my despair at beholding the fair image of my idolatry      destroyed—defaced by my hand.,"And, supporting himself against the furnace, he placed the phial to is lips, and eagerly drained its contents.",0.865979381443299
"In my frenzy I should have laid violent hands upon myself, if I      had not been restrained.","2 Can death assail me when I am just about to enter upon perpetual life7 IIelp me, good grandsonl Place the phial to my lips.",0.978494623655914
"Love may again rule my heart—beauty may again dazzle my eyes, but I      shall never more feel the passion I entertained for my lost Amice—never more behold charms      equal to hers.”     And he pressed his hand to his face.","An instant, and all will be well, e Think you I have done this for you 7'' cried Auriol, snatching the potion; `` no-no.''",0.7511111111111111
"“The mistake you then committed should serve as a warning,” said Auriol.","onr its contents domn my throat-quickI uick :''  I am too weak to stir,'' groaned Auriol.",0.8611111111111112
“What if it be      poison you have now confected?,"Now for the trial-hal'' and, as he raised the potion towards his lips, a sudden pang shot aeross his henrt.",1.64
"Try a few drops of it on some animal.”     “No—no; it is the true elixir,” replied Darcy.","Dead-deadl FIlashes of light passed before Anriol's eyes, and strange noises smote his ears.",0.8202247191011236
“Not a drop must be wasted.,"For a moment he was bewildered as with wine, and laughed and sang discordantly like a madman.",2.7777777777777777
You will witness      its effect anon.,"Help me-help mel'' he screamed, fixing a glanee of unatterable anguish on his relative.",1.8421052631578947
"Like the snake, I shall cast my slough, and come forth younger than I was at      twenty.”     “Meantime, I beseech you to render me some assistance,” groaned Auriol, “or, while you are      preparing for immortality, I shall expire before your eyes.”     “Be not afraid,” replied Darcy; “you shall take no harm.","The glass vessels and jars clashed thoeir brittle sides together, yet remained uninjured; the furnace breathed fortl flames and mephitic apours; the spiral worm of the alembic becname red hot, and seemed filled with molten lend; the pipe of the bolt-head ran blood; tho sphere of the earth rolled along the floor, anl rebounded from the wall as if impelled by a giant hand; the skeletons grinned and gibbered; so did the death's-head on the table; so did the skulls against the chimney; the monstrous sea-fish belched forth firo and smoke; the bald decapitated head opened its eyes, and   .",1.4166666666666667
"I will care for you presently; and I      understand leechcraft so well, that I will answer for your speedy and perfect recovery.”     “Drink, then, to it!” cried Auriol.","For a moment he was bewildered as with wine, and laughed and sang discordantly like a madman.",0.7235294117647059
"“I know not what stays my hand,” said the old man, raising the phial; “but now that      immortality is in my reach, I dare not grasp it.”     “Give me the potion, then,” cried Auriol.","Dead-deadl FIlashes of light passed before Anriol's eyes, and strange noises smote his ears.",0.7608695652173914
"“Not for worlds,” rejoined Darcy, hugging the phial to his breast.","He then nttered a piercing cry, threw up his arms, and fell heavily backwards.",0.8787878787878788
“No; I will be young      again—rich—happy.,"Ae-t sg  :LL LR   n  1 1  f A  g 's i i  , .",0.7906976744186046
"I will go forth into the world—I will bask in the smiles of beauty—I will      feast, revel, sing—life shall be one perpetual round of enjoyment.",W r--------a  hr liir ui tu lHc H i 545    t AL5-- 1.. 1 r;I .,0.8068965517241379
"Now for the trial—ha!” and,      as he raised the potion towards his lips, a sudden pang shot across his heart.",Every object reeled and danced around him.,0.8108108108108109
"“What is this?”      he cried, staggering.",t-.i ' g IE  si --i A m t .TI iA I  wi.,0.8333333333333334
“Can death assail me when I am just about to enter upon perpetual life?,"E. t   1 w.  B, 1 L  2 L t a.",0.7746478873239436
"Help me, good grandson!",R. 1  W 2  1 Ge l1  L3 r :  2:.,1.173913043478261
Place the phial to my lips.,L  L et-a1 kt  .5 :   w I t I -.-d:.,1.0740740740740742
Pour its contents down my throat—quick!,"The lights within the lamp had expired; but the bright moonlight, astreaming throngh tho window, fell upon the rigid features of tha unfortunato alchemist, and on the cabalistic characters of the open volume besido him.",4.923076923076923
"quick!”     “I am too weak to stir,” groaned Auriol.","Whle listening to this clamour, Auriol gazed at the popnlous and picturesgue city stretched out before him, and bathed in the moonlight.",2.0576923076923075
"“You have delayed it too long.”     “Oh, heavens!","His breast dilated with rapture, and he longed to expand his joy in actire motion.",1.2040816326530612
"we shall both perish,” shrieked Darcy, vainly endeavouring to raise his palsied      arm,—“perish with the blissful shore in view.”     And he sank backwards, and would have fallen to the ground if he had not caught at the      terrestrial sphere for support.","fixed them, with a stony glare, on the young man; while the dead alchemist shook his hand menacingly at him.",0.7799227799227799
"“Help me—help me!” he screamed, fixing a glance of unutterable anguish on his relative.",All traces of the wound were gone; nor did he experience the slightest pain in any other part of his body.,0.9195402298850575
"“It is worth the struggle,” cried Auriol.","As he did so, joyous peals burst from surrounding churehes, announcing the arrival of the new year.",1.9024390243902438
"And, by a great effort, he raised himself, and      staggered towards the old man.","Unable to bear these accumulated horrors, Auriol became, for a short space, insensible.",0.8536585365853658
“Saved—saved!” shrieked Darcy.,"Striding over the body of his aged relative, he thren open the window.",1.9
“Pour it down my throat.,"On tho eontrary, he seemed endowed with preternatural strength.",2.0416666666666665
"An instant, and all will be      well.”     “Think you I have done this for you?” cried Auriol, snatching the potion; “no—no.”     And, supporting himself against the furnace, he placed the phial to his lips, and eagerly      drained its contents.","Eager to test the effect of the elixir, Auriol put his hand to his side.",0.805668016194332
"The old man seemed paralysed by the action, but kept his eye fixed upon the youth till he had      drained the elixir to the last drop.",W r--------a  hr liir ui tu lHc H i 545    t AL5-- 1.. 1 r;I .,0.8
"He then uttered a piercing cry, threw up his arms, and      fell heavily backwards.","IIaggard fcatures, stamped deeply with the characterse of crime and , debauehery; fierce, restless eyes; beards of several days' growth; wild, unkempt hesds of hair, formod their chief personal charaeteristics; whilo sordid and ragged clothes; shoes without soles; and old hats withiont crown, -.nstitated the sum of their apparel, ARIOL.",3.3855421686746987
Dead—dead!,"His breast dilated with rapture, and he longed to expand his joy in actire motion.",7.5
"Flashes of light passed before Auriol’s eyes, and strange noises smote his ears.","One of them was tall and gaunt, with large hands and foet; but despite his meagreness, he eridently possessed great strength: the other was considerably shorter, but broad-shouldered, bow-legged, long-armed, and altogether n most formidable ruffian.",2.4875
"For a moment      he was bewildered as with wine, and laughed and sang discordantly like a madman.","What rorelations I shall then hae to make, if I shonld dare to disclose them l'' As he ruminated thns, the skeleton hanging near him] was swayed by the wind, and its bony fingers cme in contact with his cheek.",1.5816326530612246
Every object      reeled and danced around him.,"LrE one night, in the spring of 1880, two men issued .from a low, obsenrely-situated public-house, near Iiillbank, and ahaped their course apparently in the direction of Vauxhall-bridge.",3.2127659574468086
"The glass vessels and jars clashed their brittle sides together,      yet remained uninjured; the furnace breathed forth flames and mephitic vapours; the spiral worm      of the alembic became red hot, and seemed filled with molten lead; the pipe of the bolt-head      ran blood; the sphere of the earth rolled along the floor, and rebounded from the wall as if      impelled by a giant hand; the skeletons grinned and gibbered; so did the death’s-head on the      table; so did the skulls against the chimney; the monstrous sea-fish belched forth fire and      smoke; the bald, decapitated head opened its eyes, and fixed them, with a stony glare, on the      young man; while the dead alchemist shook his hand menacingly at him.","Aoiding the footpath near the river, they movel stealthily along toe farther sile of the road, wrhere thue opcn groun offerei them au easy reans of flight, in case such a course should bo found expedient.",0.8068493150684931
"Unable to bear these accumulated horrors, Auriol became, for a short space, insensible.","So fur as it could he disccrnol by the glimpses of the moon, which ecasionally shone forth from a raek of heay clonds, the apearancee of these personages was not mnucl in their faour.",1.6091954022988506
"On      recovering, all was still.","With this, he left the labortory, and hastily desoending] the stim, at the foot of whish he femnd Flaprgen, psed asi tfe rst-iis.",3.1176470588235294
"The lights within the lamp had expired; but the bright moonlight,      streaming through the window, fell upon the rigid features of the unfortunate alchemist, and on      the cabalistic characters of the open volume beside him.","Whle listening to this clamour, Auriol gazed at the popnlous and picturesgue city stretched out before him, and bathed in the moonlight.",0.706140350877193
"Eager to test the effect of the elixir, Auriol put his hand to his side.",All traces of the wound were gone; nor did he experience the slightest pain in any other part of his body.,0.9861111111111112
All traces of the      wound were gone; nor did he experience the slightest pain in any other part of his body.,"A dread ides was suggested by the e There is one peril to be avoided,'' he thoght;`` oE] rn l-what is itt Phaw1 I iIl think no more of it.]",0.8828828828828829
"On the      contrary, he seemed endowed with preternatural strength.","The quaint, Dutch-looking structures on the opposite bank, the line of coal-barges and lighters oored to the strand, the great timber-yards and coal-yards, the brewhouses, gasworks, and waterworks, could only bo imperfectly discerned; but the moonlight fell clear upon th ancient towers of Lambeth Palace, and on the neighbouring chrh.",4.088235294117647
"His breast dilated with rapture, and      he longed to expand his joy in active motion.","IIaggard fcatures, stamped deeply with the characterse of crime and , debauehery; fierce, restless eyes; beards of several days' growth; wild, unkempt hesds of hair, formod their chief personal charaeteristics; whilo sordid and ragged clothes; shoes without soles; and old hats withiont crown, -.nstitated the sum of their apparel, ARIOL.",3.160919540229885
"Striding over the body of his aged relative, he threw open the window.","The two men, however, tlought nothing of these things, and saw nothing of them; but, on arriing within a couple of hundred yards of the bridge, suddenly, as if by previous concert, quitted the road, and, leaping a rail, ran across a field, and plunged into a hollow formed by a dried pit, where they came to a momentary hualt.",3.9
"As he did so, joyous      peals burst from surrounding churches, announcing the arrival of the new year.","So fur as it could he disccrnol by the glimpses of the moon, which ecasionally shone forth from a raek of heay clonds, the apearancee of these personages was not mnucl in their faour.",1.2788461538461537
"While listening to this clamour, Auriol gazed at the populous and picturesque city stretched      out before him, and bathed in the moonlight.","One of them was tall and gaunt, with large hands and foet; but despite his meagreness, he eridently possessed great strength: the other was considerably shorter, but broad-shouldered, bow-legged, long-armed, and altogether n most formidable ruffian.",1.3098591549295775
"“A hundred years hence,” he thought, “and scarcely one soul of the thousands within those      houses will be living, save myself.","Aoiding the footpath near the river, they movel stealthily along toe farther sile of the road, wrhere thue opcn groun offerei them au easy reans of flight, in case such a course should bo found expedient.",1.1
"A hundred years after that, and their children’s children      will be gone to the grave.","A few sounds arose from the banks of the river, and there was no and then a plash in the water, or a distant cry, betokening some passing craft; but generally all was profonndly still.",1.4943820224719102
But I shall live on—shall live through all changes—all customs—all      time.,"LrE one night, in the spring of 1880, two men issued .from a low, obsenrely-situated public-house, near Iiillbank, and ahaped their course apparently in the direction of Vauxhall-bridge.",1.9090909090909092
"What revelations I shall then have to make, if I should dare to disclose them!”     As he ruminated thus, the skeleton hanging near him was swayed by the wind, and its bony      fingers came in contact with his cheek.","ss The coe'as sure to come f'  Why, you can't expect me to answer for anothoer as I can for myself, Sandman,'' replied the other; ' but if his own word's to be taken for it, he's sartin to be there.",0.7649769585253456
A dread idea was suggested by the occurrence.,"A. handkcerchief spotted with blood, and tied across his brow, contrasted strongly with his matted black hair, and incrensed his natural appearanc of ferocity.",2.7555555555555555
"“There is one peril to be avoided,” he thought; ”ONE PERIL!—what is it?","Tho shorter rffian carried a mallet upon his sholder, and his companion concealed something beneath the breast of his cost, which nfterwards proved to be a dark lantern.",1.8873239436619718
Pshaw!,"25] across the stream, and reealed the great, stern, fortresslIike pile of the Penitentiary-perhaps the most dismallooking structure in tho whole metropolis.",25.333333333333332
I will think      no more of it.,"The two men, however, tlought nothing of these things, and saw nothing of them; but, on arriing within a couple of hundred yards of the bridge, suddenly, as if by previous concert, quitted the road, and, leaping a rail, ran across a field, and plunged into a hollow formed by a dried pit, where they came to a momentary hualt.",9.3125
It may never arise.,"ss The coe'as sure to come f'  Why, you can't expect me to answer for anothoer as I can for myself, Sandman,'' replied the other; ' but if his own word's to be taken for it, he's sartin to be there.",9.526315789473685
I will be gone.,"I heerd him say, as plainly as 'm a-speakin' to yo,- ITll be here to-morrow night-at the same honr---' ""  And that wos one o'clock ?''",8.066666666666666
"This place fevers me.”     With this, he left the laboratory, and hastily descending the stairs, at the foot of which he      found Flapdragon, passed out of the house.","Ive heerd say that this crib is haanted, and though I don't fesr no liin' man, a ghost's a different sort of customer.''",0.7142857142857143
"Chapter 1     The Ruined House in the Vauxhall Road     Late one night, in the spring of 1830, two men issued from a low, obscurely situated      public-house, near Millbank, and shaped their course apparently in the direction of Vauxhall      Bridge.","But he can't be in his AUnIOD right mind to come to such a ken as tlat, and go on as you mentions.''",0.7649402390438247
"Avoiding the footpath near the river, they moved stealthily along the farther side of      the road, where the open ground offered them an easy means of flight, in case such a course      should be found expedient.","As to that I can't say,'' replied the Tinker; `` and it don't much matter, as far as ve're consarned.''",0.7616822429906542
"So far as it could be discerned by the glimpses of the moon, which      occasionally shone forth from a rack of heavy clouds, the appearance of these personages was      not much in their favour.","To hisself, I s'pose,'' answered the Tinker;  for, as l told yon afore, I conld see no one vith him.''",0.7435897435897436
"Haggard features, stamped deeply with the characters of crime and      debauchery; fierce, restless eyes; beards of several days’ growth; wild, unkempt heads of hair,      formed their chief personal characteristics; while sordid and ragged clothes, shoes without      soles, and old hats without crowns, constituted the sum of their apparel.","Vell, you'll find our svell rasl lesh and blood, you msy depend upon it,'' replied the Tinker. """,0.8304093567251462
